65,31,52,32,19,24,26,33,57,8,9,23,39,13,18,11,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0,0,0,35,1,2,26,42,12,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16304,16046,13641,10962,3752,7522,5096,12292,20524,2631,1954,4687,17043,5224,4746,2124,0,530,0,0,0,0,0,74,0,214,0,0,530,0,0,0,0,74,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,468,918,0,0,0,4809,66,188,14844,13209,2847,3235,66,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,82,0,0
1,4,54,53,28,68,49,26,3,8,11,25,29,23,12,32,4,1,0,0,6,21,16,9,2,2,14,2,25,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,20,30,2,10,0,0,0,1,0,0,0,0,0,0,1,214,336,20949,16784,11229,17272,16670,8383,234,1980,2444,14018,6434,12131,2819,10841,681,94,0,0,1105,6839,3008,1471,712,168,7974,132,5953,2325,214,0,530,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,5386,66,94,10800,10918,140,2115,0,0,0,82,0,0,0,0,0,0,74,0
2,6,63,45,30,58,28,21,10,10,16,37,48,36,26,17,82,53,35,21,2,0,0,2,4,6,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,524,30248,7708,8998,18679,7093,6586,2405,2148,3307,13907,13660,7116,10415,4529,36181,14074,7649,5181,280,0,0,612,960,567,452,0,74,0,214,0,530,0,0,0,0,0,74,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,66,39,55,41,33,15,25,10,14,60,34,27,29,99,28,31,10,0,1,1,1,2,8,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214,1054,26333,11424,19963,12021,8553,2876,8090,1814,2509,20861,6143,13752,4979,44502,6814,5928,2096,0,214,82,530,828,699,452,0,0,74,0,214,530,0,0,0,0,0,0,74,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0
1,6,61,50,54,38,20,35,2,8,13,51,38,37,13,31,6,17,17,13,7,0,0,23,2,11,9,36,11,8,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214,524,25034,13815,20065,8592,6060,9582,168,1980,2612,22942,13024,8966,2446,10756,849,8173,4817,2475,1466,0,0,4287,596,1539,1660,18123,2097,1983,810,0,0,82,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0
3,0,30,121,58,66,56,13,9,15,44,64,11,18,35,15,15,9,1,0,5,9,0,0,1,0,0,0,1,0,1,32,1,2,32,38,16,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,4248,48189,21335,16968,15980,2821,1502,6464,12954,23114,3540,4132,12461,7515,3432,2055,66,0,1674,1519,0,0,530,0,0,0,74,0,214,4525,66,188,16578,11997,3630,2504,0,74,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,82,0,0,0,0,0,0,0,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,29,70,15,29,48,48,47,28,9,33,45,19,18,46,2,17,15,0,1,0,0,0,0,1,0,0,1,0,1,21,9,1,9,29,18,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,718,11632,24551,3357,6071,19458,16439,14983,4239,1633,10750,15400,9208,5476,19249,132,5217,2716,0,214,0,0,0,0,530,0,0,74,0,214,3753,1404,530,1688,17644,2683,1411,786,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,82,0,0,0,0,0,0,764,610,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,66,54,32,55,32,46,25,2,10,40,29,31,36,6,11,19,6,18,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,20,0,3,27,21,18,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,214,960,23097,16369,10962,20065,8531,12139,4343,712,2378,16981,11688,6481,11964,841,7141,4347,1600,3805,214,0,0,0,530,0,0,0,74,0,214,0,0,0,530,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,2487,3345,0,242,12538,8796,2357,1186,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,74,0
9,2,32,64,27,29,46,22,31,55,11,19,31,10,18,12,50,18,18,3,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,188,12296,23085,5315,6215,19181,7287,5923,15749,2005,3580,11685,2336,9550,4236,19481,4705,3179,778,214,0,530,0,0,0,0,0,74,0,214,530,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,64,54,16,68,38,17,24,22,11,20,32,33,13,32,87,26,28,12,1,0,1,0,0,11,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,282,26193,13185,1956,24833,12634,4440,7390,3980,2424,9095,7351,11453,4296,10750,37063,6899,5761,2245,214,0,82,0,0,2057,0,452,74,0,214,530,0,0,0,0,0,0,74,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
